,gene_symbol,myAUC,myDiff,power,cluster #
1232,CACNG4,0.739,1.032652,0.239,8
1233,TPM1,0.732,1.026026,0.232,8
1234,OLFM1,0.705,1.021312,0.205,8
1235,ELAVL3,0.744,1.019574,0.244,8
1236,KIFAP3,0.762,1.019268,0.262,8
1237,D3BWG0562E,0.717,1.014043,0.217,8
1238,EPB4.1,0.292,-1.765515,0.208,8
1239,GNB1,0.237,-1.768119,0.263,8
1240,NEUROD1,0.267,-1.803015,0.233,8
1241,HMGN1,0.185,-1.892020,0.315,8
1242,AIPL1,0.297,-1.980059,0.203,8
1243,UNC119,0.225,-2.011676,0.275,8
1244,RP1,0.218,-2.092140,0.282,8
1245,NR2E3,0.243,-2.160752,0.257,8
1246,NRL,0.239,-2.167337,0.261,8
1247,CNGA1,0.229,-2.233635,0.271,8
1248,ROM1,0.197,-2.307381,0.303,8
1249,PDE6B,0.210,-2.319014,0.290,8
1250,RPGRIP1,0.231,-2.350954,0.269,8
1251,PRPH2,0.170,-2.376545,0.330,8
1252,PDE6G,0.187,-2.377062,0.313,8
1253,RS1,0.230,-2.386965,0.270,8
1254,SLC24A1,0.240,-2.450802,0.260,8
1255,GNAT1,0.176,-2.480741,0.324,8
1256,SAG,0.140,-2.481892,0.360,8
1257,RCVRN,0.187,-2.497213,0.313,8
1258,RHO,0.146,-2.536232,0.354,8
1259,GNGT1,0.133,-2.654791,0.367,8
1260,TULP1,0.165,-2.680406,0.335,8
1261,PDC,0.144,-2.702042,0.356,8
1266,TFAP2B,0.913,2.692482,0.413,9
1267,ATP1B1,0.940,2.501021,0.440,9
1268,C1QL1,0.921,2.473758,0.421,9
1269,CBLN2,0.903,2.412823,0.403,9
1270,MARCKS,0.932,2.121128,0.432,9
1271,SNHG11,0.938,2.107667,0.438,9
1272,OLFM3,0.817,2.099649,0.317,9
1273,FILIP1L,0.824,2.028323,0.324,9
1274,SLC6A1,0.888,1.981368,0.388,9
1275,NRXN2,0.882,1.930215,0.382,9
1276,GAD1,0.888,1.921463,0.388,9
1277,CACNA2D2,0.851,1.807684,0.351,9
1278,CHGA,0.879,1.793344,0.379,9
1279,C1QL2,0.838,1.774575,0.338,9
1280,BASP1,0.866,1.743280,0.366,9
1281,GAP43,0.818,1.741537,0.318,9
1282,IGFBP2,0.769,1.726564,0.269,9
1283,TBX3,0.788,1.699690,0.288,9
1284,TFAP2A,0.806,1.692081,0.306,9
1285,SYT7,0.773,1.670252,0.273,9
1286,LRRN3,0.806,1.657383,0.306,9
1287,ADARB1,0.839,1.646173,0.339,9
1288,UCHL1,0.864,1.644685,0.364,9
1289,PAX6,0.862,1.638791,0.362,9
1290,MEG3,0.907,1.603859,0.407,9
1291,DTNBP1,0.818,1.591595,0.318,9
1292,6430548M08RIK,0.838,1.587475,0.338,9
1293,ELAVL3,0.838,1.578197,0.338,9
1294,KCNAB1,0.817,1.568133,0.317,9
1295,GNG2,0.797,1.564002,0.297,9
1296,NPTX2,0.756,1.555687,0.256,9
1297,AI593442,0.796,1.544986,0.296,9
1298,CELF4,0.886,1.538491,0.386,9
1299,FRMD5,0.828,1.522471,0.328,9
1300,EEF1E1,0.810,1.514397,0.310,9
1301,WBSCR17,0.788,1.491530,0.288,9
1302,PDE3A,0.761,1.485254,0.261,9
1303,RGS8,0.793,1.484142,0.293,9
1304,ELOVL6,0.784,1.477738,0.284,9
1305,MEIS2,0.840,1.475665,0.340,9
1306,GNG3,0.848,1.474628,0.348,9
1307,SLC32A1,0.815,1.466099,0.315,9
1308,ID4,0.756,1.412435,0.256,9
1309,SYNPR,0.826,1.410647,0.326,9
1310,PRKAR2B,0.775,1.395009,0.275,9
1311,LIN7A,0.849,1.394313,0.349,9
1312,MAPT,0.808,1.376944,0.308,9
1313,GABRA3,0.779,1.365007,0.279,9
1314,RYR2,0.766,1.360686,0.266,9
1315,NDRG4,0.822,1.358598,0.322,9
1316,PRKCE,0.808,1.355495,0.308,9
1317,LOXL2,0.729,1.349178,0.229,9
1318,ATP2B4,0.739,1.348942,0.239,9
1319,NETO2,0.745,1.311499,0.245,9
1320,ALDOC,0.789,1.306160,0.289,9
1321,WDR1,0.781,1.305461,0.281,9
1322,GRIA3,0.760,1.295841,0.260,9
1323,PHACTR3,0.773,1.289285,0.273,9
1324,FABP3,0.744,1.276022,0.244,9
1325,TUBB2A,0.815,1.274976,0.315,9
1326,LSAMP,0.793,1.272650,0.293,9
1327,SLC6A11,0.755,1.267563,0.255,9
1328,DLGAP1,0.769,1.263219,0.269,9
1329,NAV1,0.788,1.259667,0.288,9
1330,CPNE6,0.754,1.258456,0.254,9
1331,TMEM191C,0.749,1.258008,0.249,9
1332,SOX5,0.723,1.251003,0.223,9
1333,CPLX3,0.800,1.243626,0.300,9
1334,BC048943,0.813,1.230504,0.313,9
1335,SEMA6A,0.748,1.229853,0.248,9
1336,CCDC88B,0.726,1.229532,0.226,9
1337,STMN3,0.814,1.228264,0.314,9
1338,CLMP,0.711,1.227889,0.211,9
1339,HABP4,0.785,1.219840,0.285,9
1340,KIF5C,0.805,1.219184,0.305,9
1341,MARCKSL1,0.788,1.217008,0.288,9
1342,VSNL1,0.757,1.216340,0.257,9
1343,LHX9,0.721,1.197847,0.221,9
1344,GABRG2,0.752,1.191982,0.252,9
1345,ARHGAP20,0.723,1.191230,0.223,9
1346,KCNA1,0.724,1.188659,0.224,9
1347,ATP2B1,0.807,1.184449,0.307,9
1348,TPM1,0.770,1.181575,0.270,9
1349,SV2A,0.806,1.181132,0.306,9
1350,NSG1,0.782,1.178500,0.282,9
1351,TTC3,0.842,1.174244,0.342,9
1352,NAP1L5,0.796,1.164618,0.296,9
1353,A030009H04RIK,0.780,1.164223,0.280,9
1354,DPYSL2,0.770,1.157861,0.270,9
1355,THY1,0.740,1.146696,0.240,9
1356,GPRASP1,0.810,1.145215,0.310,9
1357,SPOCK3,0.767,1.142882,0.267,9
1358,MLLT11,0.780,1.141012,0.280,9
1359,RTN1,0.809,1.140966,0.309,9
1360,CHD3,0.776,1.135535,0.276,9
1361,HSD17B12,0.790,1.135531,0.290,9
1362,RUNX1T1,0.759,1.130153,0.259,9
1363,ITM2C,0.799,1.124268,0.299,9
1364,HSP90AB1,0.842,1.112076,0.342,9
1365,SRGAP3,0.742,1.110121,0.242,9
1366,GNAS,0.841,1.102581,0.341,9
1367,CHGB,0.803,1.091361,0.303,9
1368,NSG2,0.757,1.091212,0.257,9
1369,OXR1,0.757,1.084787,0.257,9
1370,SYT11,0.778,1.081871,0.278,9
1371,CYFIP2,0.748,1.077168,0.248,9
1372,ZEB2,0.742,1.075057,0.242,9
1373,DPP6,0.743,1.072735,0.243,9
1374,CD47,0.784,1.071126,0.284,9
1375,IMPACT,0.764,1.070542,0.264,9
1376,HSPA12A,0.755,1.068676,0.255,9
1377,SH3BP5,0.716,1.067537,0.216,9
1378,RBFOX2,0.741,1.063177,0.241,9
1379,TPPP,0.713,1.062940,0.213,9
1380,SNCB,0.789,1.062761,0.289,9
1381,COL23A1,0.760,1.056620,0.260,9
1382,CALM3,0.777,1.053213,0.277,9
1383,TKT,0.775,1.051475,0.275,9
1384,EPB4.1L4A,0.701,1.043584,0.201,9
1385,FBXO32,0.705,1.032729,0.205,9
1386,GM1673,0.732,1.019184,0.232,9
1387,FAM115A,0.749,1.016772,0.249,9
1388,ECE1,0.704,1.007563,0.204,9
1389,YWHAG,0.760,1.007454,0.260,9
1390,GNB1,0.254,-1.559334,0.246,9
1391,HMGN1,0.215,-1.594457,0.285,9
1392,RP1,0.248,-1.629751,0.252,9
1393,UNC119,0.267,-1.642090,0.233,9
1394,NR2E3,0.271,-1.829500,0.229,9
1395,CNGA1,0.268,-1.870963,0.232,9
1396,TULP1,0.211,-1.901678,0.289,9
1397,ROM1,0.231,-1.909354,0.269,9
1398,RPGRIP1,0.259,-1.928781,0.241,9
1399,NRL,0.257,-1.975762,0.243,9
1400,PRPH2,0.194,-1.981809,0.306,9
1401,SLC24A1,0.266,-1.993990,0.234,9
1402,PDE6G,0.205,-2.045103,0.295,9
1403,RS1,0.259,-2.057027,0.241,9
1404,PDE6B,0.227,-2.071134,0.273,9
1405,RCVRN,0.215,-2.076463,0.285,9
1406,GNAT1,0.204,-2.091716,0.296,9
1407,SAG,0.157,-2.182196,0.343,9
1408,PDC,0.170,-2.185807,0.330,9
1409,RHO,0.163,-2.201967,0.337,9
1410,GNGT1,0.163,-2.222527,0.337,9
1415,VIP,0.767,3.830134,0.267,10
1416,CARTPT,0.830,2.551837,0.330,10
1417,CBLN2,0.897,2.371861,0.397,10
1418,SLC6A1,0.912,2.250550,0.412,10
1419,GABRA2,0.841,2.143980,0.341,10
1420,SNHG11,0.945,2.134197,0.445,10
1421,NR4A2,0.835,2.098562,0.335,10
1422,NNAT,0.800,2.051593,0.300,10
1423,CBLN4,0.727,2.045730,0.227,10
1424,TFAP2B,0.876,2.024379,0.376,10
1425,GAD1,0.855,1.986823,0.355,10
1426,6430548M08RIK,0.876,1.940600,0.376,10
1427,NAP1L5,0.892,1.812106,0.392,10
1428,NRSN1,0.822,1.779217,0.322,10
1429,GRIA3,0.750,1.767426,0.250,10
1430,MEG3,0.912,1.766291,0.412,10
1431,SYT6,0.739,1.722186,0.239,10
1432,GAD2,0.795,1.711410,0.295,10
1433,CELF4,0.909,1.695323,0.409,10
1434,2900011O08RIK,0.847,1.663963,0.347,10
1435,STMN4,0.794,1.657861,0.294,10
1436,ATP1B1,0.885,1.613084,0.385,10
1437,RAB3C,0.824,1.612804,0.324,10
1438,CACNA2D2,0.800,1.543215,0.300,10
1439,TKT,0.827,1.542467,0.327,10
1440,MARCKS,0.861,1.534529,0.361,10
1441,RNF220,0.820,1.519204,0.320,10
1442,PAX6,0.826,1.494666,0.326,10
1443,GAP43,0.736,1.494533,0.236,10
1444,ELAVL3,0.829,1.476012,0.329,10
1445,LRRTM1,0.745,1.466343,0.245,10
1446,4833424O15RIK,0.735,1.455809,0.235,10
1447,NDRG4,0.835,1.451943,0.335,10
1448,SLC32A1,0.824,1.449471,0.324,10
1449,HS6ST2,0.717,1.430399,0.217,10
1450,SYT1,0.914,1.419385,0.414,10
1451,GNG2,0.765,1.399822,0.265,10
1452,ZCCHC12,0.711,1.393990,0.211,10
1453,UCHL1,0.797,1.376379,0.297,10
1454,HLF,0.815,1.374388,0.315,10
1455,VSNL1,0.745,1.358259,0.245,10
1456,GNG3,0.826,1.316743,0.326,10
1457,A030009H04RIK,0.787,1.309649,0.287,10
1458,TTC3,0.866,1.305950,0.366,10
1459,BASP1,0.796,1.302431,0.296,10
1460,GPM6A,0.847,1.301211,0.347,10
1461,SYNPR,0.808,1.298962,0.308,10
1462,TAGLN3,0.796,1.289770,0.296,10
1463,DLGAP1,0.744,1.260355,0.244,10
1464,GPRASP1,0.802,1.252102,0.302,10
1465,SLC6A11,0.734,1.251426,0.234,10
1466,KIF5C,0.790,1.248227,0.290,10
1467,NDN,0.799,1.209617,0.299,10
1468,ELAVL4,0.715,1.195958,0.215,10
1469,GABRG2,0.766,1.191704,0.266,10
1470,NSG2,0.748,1.180941,0.248,10
1471,RUNX1T1,0.711,1.177126,0.211,10
1472,PNMAL2,0.766,1.175260,0.266,10
1473,NSG1,0.771,1.173586,0.271,10
1474,CHD5,0.711,1.168834,0.211,10
1475,SV2A,0.812,1.167811,0.312,10
1476,GABRA3,0.702,1.163683,0.202,10
1477,BEX1,0.754,1.160868,0.254,10
1478,GRM1,0.704,1.158057,0.204,10
1479,NGFRAP1,0.793,1.157896,0.293,10
1480,SPOCK3,0.730,1.139949,0.230,10
1481,6330403K07RIK,0.723,1.136823,0.223,10
1482,IMPACT,0.756,1.136763,0.256,10
1483,GRIA4,0.705,1.134038,0.205,10
1484,STMN2,0.719,1.126131,0.219,10
1485,MAPT,0.773,1.125378,0.273,10
1486,MARCKSL1,0.764,1.124830,0.264,10
1487,PAK3,0.730,1.118891,0.230,10
1488,ZCCHC18,0.765,1.116777,0.265,10
1489,CACNG3,0.702,1.116442,0.202,10
1490,GRIA2,0.788,1.114119,0.288,10
1491,YWHAH,0.753,1.111748,0.253,10
1492,SYT4,0.745,1.111249,0.245,10
1493,TCEAL5,0.733,1.104752,0.233,10
1494,SYT11,0.783,1.101958,0.283,10
1495,STMN3,0.750,1.099315,0.250,10
1496,NRXN2,0.768,1.098278,0.268,10
1497,SLC22A17,0.754,1.090749,0.254,10
1498,LY6H,0.721,1.080063,0.221,10
1499,FXYD6,0.727,1.064334,0.227,10
1500,FAM115A,0.734,1.055395,0.234,10
1501,GM1673,0.723,1.055283,0.223,10
1502,GNAS,0.822,1.047020,0.322,10
1503,APP,0.755,1.039216,0.255,10
1504,CACNG4,0.730,1.037850,0.230,10
1505,ZWINT,0.752,1.036807,0.252,10
1506,TMEM130,0.701,1.032886,0.201,10
1507,D3BWG0562E,0.716,1.025310,0.216,10
1508,LIN7A,0.775,1.021321,0.275,10
1509,MLLT11,0.750,1.017950,0.250,10
1510,RTN1,0.801,1.016598,0.301,10
1511,BEX2,0.797,1.008599,0.297,10
1512,SNRPN,0.753,1.000211,0.253,10
1513,GNB1,0.252,-1.543483,0.248,10
1514,HMGN1,0.216,-1.579673,0.284,10
1515,CNGA1,0.274,-1.673428,0.226,10
1516,UNC119,0.245,-1.746828,0.255,10
1517,NRL,0.262,-1.796001,0.238,10
1518,NEUROD1,0.277,-1.806110,0.223,10
1519,NR2E3,0.256,-1.883207,0.244,10
1520,PDE6B,0.229,-1.927154,0.271,10
1521,ROM1,0.218,-1.942172,0.282,10
1522,RP1,0.231,-1.972704,0.269,10
1523,TULP1,0.205,-1.993368,0.295,10
1524,PRPH2,0.192,-2.009075,0.308,10
1525,RCVRN,0.217,-2.034673,0.283,10
1526,PDE6G,0.197,-2.035379,0.303,10
1527,GNAT1,0.205,-2.035699,0.295,10
1528,SLC24A1,0.258,-2.054582,0.242,10
1529,GNGT1,0.164,-2.075342,0.336,10
1530,RS1,0.255,-2.087538,0.245,10
1531,RPGRIP1,0.240,-2.097159,0.260,10
1532,SAG,0.155,-2.153542,0.345,10
1533,PDC,0.169,-2.178552,0.331,10
1534,RHO,0.160,-2.190204,0.340,10
1539,SLC6A1,0.931,2.333915,0.431,11
1540,PCDH17,0.863,2.136196,0.363,11
1541,DNER,0.885,2.116049,0.385,11
1542,ID4,0.806,2.095898,0.306,11
1543,TFAP2B,0.830,2.083132,0.330,11
1544,SNHG11,0.930,2.057025,0.430,11
1545,SYT7,0.813,2.030645,0.313,11
1546,ATP1B1,0.914,1.999429,0.414,11
1547,GAD1,0.851,1.909032,0.351,11
1548,MEIS2,0.877,1.853622,0.377,11
1549,SYNPR,0.879,1.830302,0.379,11
1550,SPARCL1,0.787,1.809269,0.287,11
1551,FRMD5,0.838,1.786740,0.338,11
1552,TKT,0.863,1.751565,0.363,11
1553,GRIA2,0.861,1.721134,0.361,11
1554,AI848285,0.734,1.720216,0.234,11
1555,GFRA1,0.753,1.715834,0.253,11
1556,MEG3,0.905,1.705098,0.405,11
1557,NDRG4,0.850,1.687578,0.350,11
1558,NAP1L5,0.848,1.685433,0.348,11
1559,PAX6,0.822,1.680286,0.322,11
1560,ESRRG,0.754,1.614605,0.254,11
1561,PTPRT,0.714,1.601504,0.214,11
1562,NRXN2,0.825,1.588975,0.325,11
1563,6430548M08RIK,0.813,1.574957,0.313,11
1564,ADARB1,0.801,1.564237,0.301,11
1565,ELAVL3,0.828,1.553803,0.328,11
1566,BASP1,0.839,1.545173,0.339,11
1567,GAD2,0.764,1.519852,0.264,11
1568,ZFHX3,0.783,1.488418,0.283,11
1569,GABRG2,0.811,1.485814,0.311,11
1570,CACNA2D2,0.763,1.479819,0.263,11
1571,VSNL1,0.757,1.475157,0.257,11
1572,SV2A,0.838,1.462079,0.338,11
1573,CELF4,0.867,1.458085,0.367,11
1574,DPP6,0.778,1.451701,0.278,11
1575,DUSP26,0.785,1.449344,0.285,11
1576,CHN2,0.719,1.444832,0.219,11
1577,TSHZ1,0.701,1.403224,0.201,11
1578,DYNC1I1,0.719,1.398013,0.219,11
1579,DLGAP1,0.763,1.388125,0.263,11
1580,SLC32A1,0.776,1.339618,0.276,11
1581,APP,0.827,1.335361,0.327,11
1582,VSTM2B,0.708,1.333834,0.208,11
1583,2900011O08RIK,0.788,1.318652,0.288,11
1584,LDHB,0.766,1.315407,0.266,11
1585,SPOCK3,0.772,1.315060,0.272,11
1586,TTC3,0.855,1.308993,0.355,11
1587,ELAVL4,0.723,1.307010,0.223,11
1588,CYGB,0.743,1.300364,0.243,11
1589,NRSN1,0.756,1.299498,0.256,11
1590,GNG3,0.804,1.280594,0.304,11
1591,NRXN1,0.725,1.273732,0.225,11
1592,KIF5C,0.766,1.262018,0.266,11
1593,TMEM191C,0.728,1.250965,0.228,11
1594,RIT2,0.737,1.246639,0.237,11
1595,PCP4,0.706,1.237709,0.206,11
1596,RGS8,0.709,1.234002,0.209,11
1597,PNMAL2,0.770,1.228431,0.270,11
1598,STMN3,0.807,1.225751,0.307,11
1599,FABP3,0.704,1.222551,0.204,11
1600,CALY,0.729,1.220655,0.229,11
1601,CHN1,0.749,1.219803,0.249,11
1602,A030009H04RIK,0.740,1.205040,0.240,11
1603,SIX6,0.711,1.201685,0.211,11
1604,DKK3,0.804,1.196969,0.304,11
1605,GPRASP1,0.788,1.175368,0.288,11
1606,TMX4,0.746,1.167458,0.246,11
1607,DHCR24,0.702,1.159663,0.202,11
1608,SYT11,0.750,1.142552,0.250,11
1609,NSG2,0.709,1.124489,0.209,11
1610,RPH3A,0.713,1.118261,0.213,11
1611,AUTS2,0.710,1.102486,0.210,11
1612,GPM6A,0.778,1.101162,0.278,11
1613,CYFIP2,0.731,1.094488,0.231,11
1614,CD47,0.738,1.094214,0.238,11
1615,GRIA4,0.709,1.066388,0.209,11
1616,PBX1,0.760,1.064081,0.260,11
1617,PRKACB,0.721,1.048412,0.221,11
1618,SYT4,0.708,1.043194,0.208,11
1619,MAPT,0.729,1.037623,0.229,11
1620,SERINC1,0.789,1.037343,0.289,11
1621,GABRA1,0.728,1.031688,0.228,11
1622,TAGLN3,0.715,1.030901,0.215,11
1623,ZWINT,0.730,1.019322,0.230,11
1624,KCNC1,0.722,1.018621,0.222,11
1625,CHD3,0.705,1.017770,0.205,11
1626,ATP6V1G2,0.717,1.016268,0.217,11
1627,SNCB,0.769,1.015930,0.269,11
1628,HMGN1,0.215,-1.563282,0.285,11
1629,GNB1,0.242,-1.670947,0.258,11
1630,NEUROD1,0.282,-1.681634,0.218,11
1631,UNC119,0.251,-1.717318,0.249,11
1632,NR2E3,0.268,-1.718845,0.232,11
1633,CNGA1,0.260,-1.814289,0.240,11
1634,ROM1,0.231,-1.833284,0.269,11
1635,SLC24A1,0.277,-1.869445,0.223,11
1636,RPGRIP1,0.248,-1.918559,0.252,11
1637,TULP1,0.204,-1.929248,0.296,11
1638,RS1,0.257,-1.929959,0.243,11
1639,RP1,0.229,-1.939595,0.271,11
1640,NRL,0.255,-1.968506,0.245,11
1641,PRPH2,0.194,-1.989465,0.306,11
1642,PDE6B,0.225,-2.074086,0.275,11
1643,RCVRN,0.214,-2.090257,0.286,11
1644,GNAT1,0.200,-2.097595,0.300,11
1645,RHO,0.164,-2.136073,0.336,11
1646,PDE6G,0.195,-2.169314,0.305,11
1647,PDC,0.164,-2.204122,0.336,11
1648,SAG,0.152,-2.236181,0.348,11
1649,GNGT1,0.154,-2.283434,0.346,11
1654,SLC6A1,0.874,2.180099,0.374,12
1655,CBLN2,0.754,1.928113,0.254,12
1656,PAX6,0.828,1.886874,0.328,12
1657,TKT,0.826,1.848995,0.326,12
1658,SNHG11,0.868,1.828275,0.368,12
1659,TFAP2B,0.804,1.768165,0.304,12
1660,NAP1L5,0.824,1.752147,0.324,12
1661,GAD1,0.768,1.707274,0.268,12
1662,PCDH10,0.714,1.651388,0.214,12
1663,SIX3,0.714,1.622442,0.214,12
1664,MEG3,0.863,1.616915,0.363,12
1665,CELF4,0.845,1.583306,0.345,12
1666,ATP1B1,0.822,1.555753,0.322,12
1667,SYNPR,0.745,1.536495,0.245,12
1668,2900011O08RIK,0.770,1.510272,0.270,12
1669,CACNG4,0.753,1.474837,0.253,12
1670,FRMD5,0.749,1.458548,0.249,12
1671,MEIS2,0.722,1.457447,0.222,12
1672,ZFHX3,0.712,1.448061,0.212,12
1673,BASP1,0.781,1.447063,0.281,12
1674,RPH3A,0.721,1.422091,0.221,12
1675,GRIA2,0.795,1.402898,0.295,12
1676,GUCY1A3,0.713,1.393783,0.213,12
1677,DPYSL4,0.718,1.360517,0.218,12
1678,PNMAL2,0.744,1.343839,0.244,12
1679,RUNX1T1,0.713,1.335288,0.213,12
1680,ELAVL3,0.748,1.329163,0.248,12
1681,RAB3C,0.710,1.324800,0.210,12
1682,NRSN1,0.721,1.306849,0.221,12
1683,UCHL1,0.736,1.300785,0.236,12
1684,TTC3,0.832,1.295748,0.332,12
1685,ADARB1,0.723,1.277937,0.223,12
1686,GNG3,0.765,1.263270,0.265,12
1687,NDRG4,0.744,1.253376,0.244,12
1688,A030009H04RIK,0.706,1.252601,0.206,12
1689,SV2A,0.785,1.240701,0.285,12
1690,DUSP26,0.715,1.211692,0.215,12
1691,APC,0.753,1.150275,0.253,12
1692,GPRASP1,0.737,1.147836,0.237,12
1693,GPM6A,0.752,1.141256,0.252,12
1694,TMX4,0.707,1.122604,0.207,12
1695,RTN1,0.749,1.119089,0.249,12
1696,NRXN2,0.709,1.113600,0.209,12
1697,LDHB,0.705,1.097431,0.205,12
1698,NGFRAP1,0.709,1.075985,0.209,12
1699,NDN,0.708,1.061856,0.208,12
1700,BEX2,0.754,1.041420,0.254,12
1701,MARCKS,0.731,1.019699,0.231,12
1702,HMGN1,0.250,-1.195481,0.250,12
1703,GNB1,0.268,-1.266009,0.232,12
1704,RP1,0.280,-1.277829,0.220,12
1705,NR2E3,0.296,-1.336009,0.204,12
1706,RPGRIP1,0.290,-1.341698,0.210,12
1707,RCVRN,0.261,-1.376084,0.239,12
1708,NRL,0.292,-1.393005,0.208,12
1709,UNC119,0.266,-1.397189,0.234,12
1710,PRPH2,0.232,-1.433849,0.268,12
1711,TULP1,0.238,-1.438510,0.262,12
1712,ROM1,0.258,-1.441911,0.242,12
1713,RS1,0.292,-1.451877,0.208,12
1714,PDE6B,0.265,-1.484310,0.235,12
1715,GNAT1,0.238,-1.516590,0.262,12
1716,CNGA1,0.285,-1.525788,0.215,12
1717,RHO,0.205,-1.537955,0.295,12
1718,SAG,0.196,-1.550193,0.304,12
1719,PDC,0.212,-1.561538,0.288,12
1720,GNGT1,0.204,-1.581874,0.296,12
1721,PDE6G,0.228,-1.637557,0.272,12
1726,SCG2,0.963,2.746757,0.463,13
1727,LAMP5,0.949,2.686845,0.449,13
1728,TFAP2B,0.960,2.600604,0.460,13
1729,SLC6A1,0.939,2.455520,0.439,13
1730,GAD1,0.910,2.214303,0.410,13
1731,RASGRP1,0.917,2.098422,0.417,13
1732,CBLN2,0.897,2.019754,0.397,13
1733,GAP43,0.868,2.007008,0.368,13
1734,GRIA3,0.912,1.939880,0.412,13
1735,SNHG11,0.940,1.931816,0.440,13
1736,PCDH17,0.888,1.870311,0.388,13
1737,CBLN1,0.848,1.804900,0.348,13
1738,TAGLN3,0.895,1.804474,0.395,13
1739,GM2694,0.836,1.763564,0.336,13
1740,TFAP2A,0.867,1.742085,0.367,13
1741,SPARCL1,0.896,1.727535,0.396,13
1742,PDGFRA,0.838,1.722897,0.338,13
1743,RAB3C,0.902,1.716234,0.402,13
1744,NAP1L5,0.901,1.703198,0.401,13
1745,GUCY1A3,0.893,1.681253,0.393,13
1746,CELF4,0.919,1.676011,0.419,13
1747,SPOCK3,0.903,1.642174,0.403,13
1748,LNX1,0.863,1.623297,0.363,13
1749,SEMA3A,0.816,1.615345,0.316,13
1750,LRRTM1,0.867,1.602351,0.367,13
1751,NSG1,0.838,1.594951,0.338,13
1752,TMEM179,0.841,1.593475,0.341,13
1753,FRMD5,0.886,1.585843,0.386,13
1754,ATP1B1,0.912,1.585191,0.412,13
1755,AI593442,0.845,1.575313,0.345,13
1756,GJC1,0.793,1.560209,0.293,13
1757,CYGB,0.879,1.519598,0.379,13
1758,PHLDA1,0.818,1.515132,0.318,13
1759,MEG3,0.909,1.503058,0.409,13
1760,DPP6,0.886,1.502219,0.386,13
1761,DKK3,0.892,1.481844,0.392,13
1762,KCNIP1,0.855,1.481648,0.355,13
1763,NDRG4,0.878,1.480199,0.378,13
1764,SYN2,0.844,1.477726,0.344,13
1765,SLC32A1,0.856,1.462162,0.356,13
1766,ELAVL4,0.818,1.457094,0.318,13
1767,ISOC1,0.759,1.449689,0.259,13
1768,ALDOC,0.874,1.444666,0.374,13
1769,FNBP1L,0.829,1.440875,0.329,13
1770,ELAVL3,0.862,1.418171,0.362,13
1771,SV2A,0.891,1.416160,0.391,13
1772,GRIA4,0.865,1.408494,0.365,13
1773,RGS17,0.785,1.404754,0.285,13
1774,UCHL1,0.837,1.390501,0.337,13
1775,NRSN1,0.875,1.376384,0.375,13
1776,PTPRM,0.803,1.366832,0.303,13
1777,NSG2,0.858,1.361192,0.358,13
1778,DNM3,0.890,1.359611,0.390,13
1779,CLMP,0.784,1.357481,0.284,13
1780,GNG3,0.838,1.348245,0.338,13
1781,2900011O08RIK,0.845,1.338735,0.345,13
1782,LHX9,0.815,1.337030,0.315,13
1783,VAMP4,0.854,1.335530,0.354,13
1784,CAMKV,0.815,1.331781,0.315,13
1785,DTNBP1,0.846,1.329320,0.346,13
1786,GAD2,0.805,1.326719,0.305,13
1787,ANK3,0.838,1.323306,0.338,13
1788,BASP1,0.865,1.316675,0.365,13
1789,FGF10,0.748,1.308488,0.248,13
1790,STMN3,0.861,1.296175,0.361,13
1791,FUT9,0.783,1.296115,0.283,13
1792,IMPACT,0.842,1.295463,0.342,13
1793,SYT4,0.862,1.289100,0.362,13
1794,PAX6,0.864,1.287430,0.364,13
1795,TENM1,0.790,1.285335,0.290,13
1796,MAPT,0.830,1.283527,0.330,13
1797,RGS8,0.823,1.279287,0.323,13
1798,NECAB1,0.789,1.268538,0.289,13
1799,GRM1,0.751,1.253073,0.251,13
1800,CALN1,0.773,1.247262,0.273,13
1801,CACNA2D2,0.838,1.237957,0.338,13
1802,ZWINT,0.860,1.220447,0.360,13
1803,RBFOX2,0.793,1.217025,0.293,13
1804,OPCML,0.772,1.212407,0.272,13
1805,E130218I03RIK,0.871,1.204019,0.371,13
1806,LMO4,0.803,1.203676,0.303,13
1807,ATP6V1G2,0.820,1.202503,0.320,13
1808,GABRA2,0.761,1.202476,0.261,13
1809,MARCKS,0.867,1.199734,0.367,13
1810,TCEAL5,0.795,1.195481,0.295,13
1811,SYNPR,0.800,1.181298,0.300,13
1812,GABRA3,0.767,1.176700,0.267,13
1813,MLLT11,0.810,1.174360,0.310,13
1814,VSTM2L,0.775,1.171942,0.275,13
1815,A030009H04RIK,0.799,1.167220,0.299,13
1816,ASPH,0.848,1.166139,0.348,13
1817,SNRPN,0.819,1.165623,0.319,13
1818,DNER,0.814,1.158918,0.314,13
1819,TMEM191C,0.811,1.156170,0.311,13
1820,PRKAR1A,0.858,1.150894,0.358,13
1821,TTC3,0.867,1.150786,0.367,13
1822,HPGD,0.742,1.145794,0.242,13
1823,SH3BGRL,0.818,1.143089,0.318,13
1824,TUBB2A,0.858,1.142518,0.358,13
1825,ITM2C,0.855,1.132688,0.355,13
1826,DLG2,0.755,1.127546,0.255,13
1827,EPB4.1L4A,0.758,1.123112,0.258,13
1828,SLC6A5,0.757,1.122854,0.257,13
1829,LSAMP,0.790,1.119316,0.290,13
1830,SLC24A2,0.751,1.117128,0.251,13
